@relation 'wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-V-R11,8,5,7,4,3,6,2,9,1,10,12'

@attribute alcohol numeric
@attribute density numeric
@attribute chlorides numeric
@attribute totalsulfur numeric
@attribute residualsugar numeric
@attribute citricacid numeric
@attribute freesulfur numeric
@attribute volacid numeric
@attribute pH numeric
@attribute fixedacid numeric
@attribute sulphates numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
10.5,0.99444,0.037,105,9.6,0.27,19,0.2,3.04,7.1,0.37,7
10.2,0.99742,0.044,183,12.9,0.41,79.5,0.15,3.24,6.8,0.78,6
12.5,0.99228,0.027,122,9.2,0.26,37,0.22,3.06,7,0.34,8
10.2,0.99742,0.044,183,12.9,0.41,79.5,0.15,3.24,6.8,0.78,6
12.6,0.99164,0.028,122,8,0.3,33,0.31,3.13,6.8,0.63,7
10.2,0.99742,0.044,183,12.9,0.41,79.5,0.15,3.24,6.8,0.78,6
9.8,0.99438,0.087,177,1.6,0.37,27,0.3,3.09,7.6,0.5,5
10.8,0.99402,0.03,98,12,0.27,39,0.16,3.15,6,0.34,5
12.5,0.99228,0.027,122,9.2,0.26,37,0.22,3.06,7,0.34,8
11.5,0.991,0.027,150,4.4,0.24,37,0.21,3.3,5.6,0.31,7
10.5,0.99444,0.037,105,9.6,0.27,19,0.2,3.04,7.1,0.37,7
12.6,0.99164,0.028,122,8,0.3,33,0.31,3.13,6.8,0.63,7
11.3,0.99058,0.051,122,1.2,0.44,39,0.16,3.11,6.4,0.75,7
10.2,0.99742,0.044,182,12.9,0.41,79.5,0.15,3.24,6.8,0.78,6
11.6,0.98961,0.036,96,1.2,0.34,32,0.22,3.06,6.3,0.74,6
9.8,0.99438,0.087,177,1.6,0.37,27,0.3,3.09,7.6,0.5,5
10.1,0.99344,0.076,145,1.5,0.27,24,0.3,3.1,7,0.52,5
9.2,0.99904,0.05,139,18.15,0.22,23,0.26,3.06,6.6,0.5,5
9.1,0.99884,0.05,180,13.1,0.31,26,0.24,3.05,7.5,0.53,6
9.1,0.99884,0.05,180,13.1,0.31,26,0.24,3.05,7.5,0.53,6
9.1,0.99884,0.05,180,13.1,0.31,26,0.24,3.05,7.5,0.53,6
9.1,0.99884,0.05,180,13.1,0.31,26,0.24,3.05,7.5,0.53,6
11.7,0.98949,0.037,79,1,0.34,45,0.15,2.96,6.6,0.5,6
9,0.99786,0.088,183,11.8,0.46,61,0.35,2.86,7.7,0.47,5
10.1,0.99206,0.039,141,1.4,0.09,53,0.31,3.12,6.7,0.44,5
13.6,0.98722,0.02,9,1,0.09,5,0.67,3.3,4.7,0.34,5
8.8,0.99754,0.049,190,10.4,0.23,45,0.28,3.12,6.6,0.51,5
10,0.99272,0.028,95,1.1,0.3,34,0.18,2.83,8.5,0.36,4
9.1,0.99712,0.036,196,7.4,0.38,20,0.35,3.47,6.5,0.48,6
9.2,0.99904,0.05,139,18.15,0.22,23,0.26,3.06,6.6,0.5,5
11.9,0.99095,0.024,152,2.5,0.27,40,0.34,3.35,6.3,0.6,7
9.8,0.99382,0.068,138,2,0.23,28,0.3,3.11,7.7,0.62,5
9.8,0.99382,0.069,134,2,0.23,29,0.31,3.11,7.7,0.62,5
12.1,0.99254,0.028,121,9.4,0.28,13,0.26,3.17,6.6,0.34,6
10.8,0.99299,0.036,150,6.9,0.28,46,0.265,3.36,5.7,0.44,7
13.5,0.99012,0.028,75,5.4,0.33,21,0.2,3.36,6.2,0.41,7
10.3,0.99293,0.044,126,1.3,0.41,11,0.28,3.28,7.5,0.45,5
11.6,0.99382,0.041,166,10.3,0.26,51,0.34,3.08,7,0.35,6
12.5,0.98954,0.029,116,1.6,0.34,39,0.19,3.21,6.5,0.68,6
8.6,0.99936,0.042,125,13.1,0.29,28,0.21,3.39,6,0.45,5
9.2,0.99324,0.167,120,1.6,0.72,65,0.21,2.97,7.1,0.51,5
10.2,0.99174,0.034,135,1.4,0.18,18,0.26,3.32,5.6,0.35,6
9,0.99792,0.051,149,14.7,0.28,29,0.15,2.96,7,0.39,7
9,0.99792,0.051,149,14.7,0.28,29,0.15,2.96,7,0.39,7
9,0.99792,0.051,149,14.7,0.28,29,0.15,2.96,7,0.39,7
9,0.99792,0.051,149,14.7,0.28,29,0.15,2.96,7,0.39,7
9,0.99792,0.051,149,14.7,0.28,29,0.15,2.96,7,0.39,7
9,0.99792,0.051,149,14.7,0.28,29,0.15,2.96,7,0.39,7
9,0.99654,0.07,194,10.6,0.3,67,0.22,2.89,6.8,0.42,6
9,0.99758,0.055,134,12.5,0.25,47,0.24,3.3,6.2,0.51,5
9,0.99792,0.051,149,14.7,0.28,29,0.15,2.96,7,0.39,7
10,0.99243,0.039,108,2.9,0.23,10,0.17,3.28,5.5,0.5,5
10.7,0.99215,0.042,183,1.4,0.33,24,0.27,3.29,6.6,0.46,5
11.1,0.99072,0.028,98,2.5,0.28,22,0.17,3.16,6.1,0.37,7
10.9,0.99244,0.025,40,6.1,0.35,10,0.2,2.79,7.4,0.52,5
13.4,0.98953,0.026,130,2.1,0.15,29,0.46,3.39,5.4,0.77,8
9.4,0.99754,0.033,186,12.9,0.17,59,0.4,3.08,6.9,0.49,5
9.4,0.99754,0.033,186,12.9,0.17,59,0.4,3.08,6.9,0.49,5
10.6,0.99567,0.035,134,13.7,0.29,53,0.24,3.17,6.3,0.38,6
9.4,0.99754,0.033,186,12.9,0.17,59,0.4,3.08,6.9,0.49,5
12,0.99094,0.014,143,2.4,0.31,15,0.27,3.03,7.4,0.65,4
10.6,0.99567,0.035,134,13.7,0.29,53,0.24,3.17,6.3,0.38,6
13.5,0.9874,0.009,100,1.3,0.12,65,0.61,3.26,5,0.37,5
9.7,0.99794,0.04,248,12.1,0.39,61,0.42,3.31,6.7,0.58,5
12.2,0.99122,0.018,103,6.1,0.28,41,0.33,3.24,6.5,0.32,6
12.7,0.99134,0.022,97,7.7,0.45,31,0.32,3.2,6.5,0.7,7
9.7,0.99794,0.04,248,12.1,0.39,61,0.42,3.31,6.7,0.58,5
10.8,0.99338,0.02,113,6.8,0.29,31,0.25,3.13,7.4,0.29,6
11,0.9938,0.018,96,9.2,0.3,23,0.27,3.08,7.6,0.29,6
9.5,0.9955,0.05,196,8.3,0.45,52,0.27,3.18,6.4,0.48,5
10.1,0.99776,0.064,140,17.4,0.27,29,0.25,3.2,6.5,0.49,6
13.2,0.98964,0.027,100,2.7,0.31,11,0.19,3.46,5.6,0.4,7
8.8,0.99808,0.037,182,12.8,0.48,61.5,0.29,3.02,7.4,0.34,5
9.5,0.99548,0.044,202,8.1,0.52,53,0.27,3.18,6.6,0.48,5
9.5,0.99541,0.047,191,8.2,0.52,52,0.26,3.16,6.6,0.47,6
9.5,0.9955,0.05,196,8.3,0.45,52,0.27,3.18,6.4,0.48,5
10.4,0.99524,0.043,133,11.8,0.3,53,0.25,3.03,6.8,0.58,6
9.9,0.9961,0.049,170,12,0.26,63,0.32,3.14,6.3,0.55,6
10,0.99224,0.046,113,1.7,0.45,22,0.24,3.22,5.5,0.48,5
9.3,0.99657,0.098,91,10.7,0.21,13,0.39,3.03,7,0.47,5
10.9,0.99176,0.057,138,2,0.39,21,0.21,3.05,7.9,0.52,5
11.4,0.99166,0.042,177,2.2,0.28,21,0.3,3.2,7,0.57,5
10.3,0.99242,0.036,49,1.3,0.3,7,0.2,2.99,8.1,0.73,5
10.9,0.99176,0.057,138,2,0.39,21,0.21,3.05,7.9,0.52,5
10.3,0.99242,0.036,49,1.3,0.3,7,0.2,2.99,8.1,0.73,5
9.3,0.99657,0.098,91,10.7,0.21,13,0.39,3.03,7,0.47,5
10.2,0.99358,0.041,113,6.4,0.62,7,0.21,2.96,6.8,0.59,5
10.2,0.99358,0.042,109,6.3,0.62,7,0.21,2.96,6.9,0.59,6
10.8,0.99278,0.042,111,6.4,0.34,16,0.17,2.99,7.2,0.4,6
10.5,0.99705,0.06,162,15.1,0.34,42,0.26,3.24,6.8,0.52,3
10.9,0.99176,0.057,138,2,0.39,21,0.21,3.05,7.9,0.52,5
11.4,0.99166,0.042,177,2.2,0.28,21,0.3,3.2,7,0.57,5
10.3,0.99677,0.049,149,12.1,0.28,31,0.34,3.22,7.4,0.49,5
9.9,0.9953,0.045,131,8.8,0.3,28,0.41,3.12,6.8,0.59,5
11.3,0.99186,0.036,131,5.1,0.24,43,0.4,3.24,6.3,0.44,6
11.5,0.99188,0.034,120,6.8,0.26,36,0.35,3.38,5.1,0.4,6
11.5,0.99188,0.034,120,6.8,0.26,36,0.35,3.38,5.1,0.4,6
10.7,0.99158,0.039,132,3.7,0.2,34,0.3,3,6.3,0.38,5
10.4,0.99522,0.042,139,12.2,0.28,52,0.28,3.03,6.9,0.56,6
12.5,0.99176,0.033,204,5.7,0.28,39,0.33,3.17,7,0.64,6
9.5,0.99558,0.052,197,8.1,0.49,48,0.26,3.19,6.7,0.48,5
11.3,0.9911,0.042,104,2.5,0.3,31,0.24,3.05,7.3,0.56,7
11.5,0.99188,0.034,120,6.8,0.26,36,0.35,3.38,5.1,0.4,6
11.3,0.99186,0.036,131,5.1,0.24,43,0.4,3.24,6.3,0.44,6
13.2,0.99062,0.035,100,5.8,0.23,24,0.44,3.15,7.1,0.57,7
9.6,0.993,0.086,130,3.5,0.19,30,0.31,2.83,6.8,0.44,5
9.6,0.993,0.086,130,3.5,0.19,30,0.31,2.83,6.8,0.44,5
8.4,0.99429,0.052,113,3.3,0.23,34,0.31,3.16,6.2,0.48,5
12.4,0.99002,0.05,103,1.2,0.33,41,0.27,3,8,0.45,6
12.4,0.99002,0.05,103,1.2,0.33,41,0.27,3,8,0.45,6
8.4,0.99429,0.052,113,3.3,0.23,34,0.31,3.16,6.2,0.48,5
11.7,0.9909,0.028,84,2.5,0.25,24,0.37,3.14,6.7,0.36,6
11,0.99294,0.036,191,8.7,0.5,41,0.21,2.96,6.6,0.56,6
11.9,0.99044,0.032,109,1.6,0.31,36,0.26,2.97,7.5,0.43,6
9.1,0.9986,0.055,176,16.2,0.23,36,0.32,3.26,6.4,0.54,5
12.6,0.99262,0.023,109,9,0.32,20,0.24,3.34,6.7,0.35,6
9.1,0.9986,0.055,176,16.2,0.23,36,0.32,3.26,6.4,0.54,5
10.5,0.99212,0.194,90,1.4,0.79,23,0.39,3.17,7.1,0.46,6
10.6,0.99628,0.047,87,7,0.43,18,0.31,3.23,8.2,0.64,5
12.6,0.99262,0.023,109,9,0.32,20,0.24,3.34,6.7,0.35,6
12.5,0.99198,0.031,120,4.6,0.26,26,0.32,3.4,6.6,0.73,7
11.3,0.99159,0.032,137,4.6,0.29,68,0.18,3.21,5.9,0.38,6
10.3,0.99224,0.049,104,2.7,0.27,28,0.17,3.46,5.4,0.55,6
12.7,0.99068,0.039,136,6.3,0.3,47,0.21,3.27,6.1,0.31,6
9.2,0.99587,0.048,207,7.2,0.26,52,0.25,3.12,7.3,0.37,5
9.5,0.99728,0.054,152,12.4,0.3,108,0.22,3.1,6.2,0.47,6
10.1,0.99364,0.045,175,6.6,0.19,98,0.27,3.16,6.5,0.34,6
10.1,0.99364,0.045,175,6.6,0.19,98,0.27,3.16,6.5,0.34,6
13,0.99018,0.038,98,4,0.22,17,0.39,3.25,6.6,0.53,7
13.1,0.98968,0.04,101,4.8,0.38,41,0.31,3.24,6,0.56,6
9.2,0.99587,0.048,207,7.2,0.26,52,0.25,3.12,7.3,0.37,5
10.2,0.99534,0.055,134,9.8,0.27,74,0.23,3.16,6.1,0.4,6
10.1,0.99364,0.045,175,6.6,0.19,98,0.27,3.16,6.5,0.34,6
9.6,0.99545,0.062,194,8,0.51,50,0.26,3.13,6.7,0.5,5
10.5,0.99665,0.059,135,16.55,0.28,54,0.22,3.2,6.1,0.38,5
11.4,0.99069,0.053,98,1.5,0.31,20,0.28,3.15,7.1,0.5,5
9.4,0.99692,0.069,170,10.2,0.31,58,0.35,3.18,6.5,0.49,5
8.9,0.99896,0.047,111,17.8,0.24,42,0.28,3.1,6,0.45,6
8.9,0.99896,0.047,111,17.8,0.24,42,0.28,3.1,6,0.45,6
12.2,0.99226,0.045,143,7.4,0.31,34,0.33,3.06,6.8,0.55,6
12.5,0.99076,0.029,63,2,0.36,21,0.24,3.13,7.2,0.63,6
8.9,0.99896,0.047,111,17.8,0.24,42,0.28,3.1,6,0.45,6
10.8,0.9951,0.046,127,12.1,0.26,43,0.27,3.16,6.2,0.37,6
11.4,0.99234,0.043,98,8.2,0.26,28,0.38,2.99,6.4,0.31,6
9.2,0.9937,0.044,63,3.5,0.1,17,0.34,3.01,7,0.39,5
12.3,0.99021,0.021,76,2.1,0.33,17,0.25,3.26,7,0.45,6
10.4,0.99479,0.038,179,7.7,0.29,40,0.26,3.23,6.7,0.56,6
10.4,0.9954,0.035,172,12.3,0.3,72,0.24,2.99,7,0.57,6
11,0.99176,0.035,110,1.3,0.34,54,0.23,3.07,8.5,0.55,7
10.6,0.99368,0.036,127,8.7,0.3,47,0.21,3.18,6,0.39,5
13.5,0.99246,0.013,10,1.1,0.12,4,0.65,3.32,4.8,0.36,4
11.4,0.9908,0.144,65,2.8,0.38,12,0.22,2.95,6.1,0.64,6
11.5,0.98994,0.071,69,3.5,0.26,26,0.27,3.1,5.8,0.38,6
12.5,0.99028,0.036,88,3.8,0.3,34,0.33,3.25,6.5,0.63,7
12.5,0.99028,0.036,88,3.8,0.3,34,0.33,3.25,6.5,0.63,7
11.2,0.99174,0.037,138,4.8,0.24,45,0.39,3.23,6.2,0.43,7
11.2,0.99174,0.037,138,4.8,0.24,45,0.39,3.23,6.2,0.43,7
13.6,0.99021,0.04,139,6.2,0.3,49,0.37,3.17,7.1,0.27,6
9.2,0.99304,0.149,109,1.3,0.82,70,0.23,2.93,7.2,0.42,6
12.5,0.99028,0.036,88,3.8,0.3,34,0.33,3.25,6.5,0.63,7
11.2,0.99174,0.037,138,4.8,0.24,45,0.39,3.23,6.2,0.43,7
14,0.98746,0.036,106,1.9,0.18,33,0.455,3.21,4.7,0.83,7
13.6,0.99021,0.04,139,6.2,0.3,49,0.37,3.17,7.1,0.27,6
9.4,0.9956,0.056,206,7.9,0.51,49,0.28,3.18,6.2,0.52,5
13.2,0.98836,0.035,107,1.4,0.28,28,0.31,3,6.6,0.4,6
11.2,0.99138,0.05,132,2.6,0.37,24,0.25,3.04,7.4,0.53,6
10.2,0.99751,0.057,173,14.8,0.34,46,0.36,3.14,7.3,0.57,5
12.8,0.98867,0.038,83,2.4,0.3,30,0.31,3.09,6.7,0.36,7
10.1,0.99249,0.045,109,0.9,0.3,16,0.31,2.95,8.6,0.39,5
10.1,0.99249,0.045,109,0.9,0.3,16,0.31,2.95,8.6,0.39,5
10.3,0.99239,0.031,95,1.2,0.33,38,0.22,2.83,8.6,0.31,5
9.9,0.99512,0.056,91,9.9,0.29,30,0.14,3.19,6.9,0.33,6
11.5,0.99098,0.046,106,3.9,0.31,17,0.22,3.15,6.5,0.31,5
9,0.99872,0.063,173,15.6,0.47,27,0.32,3.18,6.6,0.56,5
13.3,0.988245,0.036,106,1.6,0.28,28,0.3,3.14,6.2,0.41,6
11.5,0.99326,0.05,116,7.8,0.28,43,0.22,3.22,6.9,0.6,8
11,0.99328,0.039,67,5.6,0.21,28,0.31,2.96,8.7,0.52,4
10.7,0.99222,0.04,84,1.3,0.3,26,0.27,3.28,7.3,0.53,6
9.4,0.99898,0.046,184,16.7,0.2,50,0.46,3.08,7,0.56,5
10.3,0.99486,0.042,108,7.95,0.25,16,0.23,3.44,5.7,0.61,6
9.3,0.99528,0.185,151,6.7,0.36,51.5,0.36,3.17,6.5,0.42,5
12,0.99062,0.04,92,1.1,0.38,41,0.18,2.88,8.2,0.6,6
10.1,0.99138,0.068,143,1,0.34,32,0.345,3.24,4.9,0.4,5
9.9,0.99408,0.046,113,6.6,0.15,26,0.2,2.99,6.4,0.58,6
11,0.99281,0.048,161,6.2,0.32,47,0.27,3.22,6.1,0.6,6
12.5,0.98964,0.042,127,2.1,0.33,31,0.3,3.32,6,0.42,6
12.7,0.98952,0.042,142,2.2,0.32,41,0.3,3.31,6.1,0.44,7
9.3,0.996,0.053,148,8.9,0.37,36,0.4,3.16,6.9,0.5,5
10.1,0.99138,0.068,143,1,0.34,32,0.345,3.24,4.9,0.4,5
8.8,0.9991,0.066,161,17.9,0.2,36,0.33,3.14,6.3,0.51,5
11.2,0.99047,0.043,90,2.6,0.3,34,0.16,2.88,7,0.47,6
8.8,0.9991,0.066,161,17.9,0.2,36,0.33,3.14,6.3,0.51,5
10.3,0.99207,0.05,145,2.3,0.18,22,0.24,3.24,5.4,0.46,5
9.5,0.99438,0.048,110,7.1,0.19,36,0.185,3.26,5.6,0.41,6
9.5,0.99438,0.048,110,7.1,0.19,36,0.185,3.26,5.6,0.41,6
9.8,0.99622,0.04,159,11.9,0.24,54,0.43,3.14,6.6,0.54,6
13,0.99088,0.032,118,5.8,0.27,40,0.58,3.17,7.2,0.53,7
8.8,0.99803,0.056,176.5,12.4,0.48,61,0.35,2.97,7.5,0.52,5
9.5,0.99438,0.048,110,7.1,0.19,36,0.185,3.26,5.4,0.41,6
9.4,0.99548,0.049,200,7.6,0.51,35,0.27,3.16,6.3,0.54,4
9.5,0.99551,0.049,192,7.9,0.52,35,0.29,3.16,6.5,0.51,6
10.4,0.99152,0.034,125,2.8,0.3,33,0.17,3.03,6.4,0.49,6
9.8,0.99572,0.035,143,10.6,0.31,42,0.18,3.08,6.7,0.49,7
10.4,0.99152,0.034,125,2.8,0.3,33,0.17,3.03,6.4,0.49,6
10.3,0.99244,0.175,98,1.5,0.67,16,0.37,3.06,6.8,0.56,6
9.5,0.99551,0.049,192,7.9,0.52,35,0.29,3.16,6.5,0.51,6
11.9,0.9903,0.033,134,1.7,0.26,61,0.24,3.19,6.1,0.81,7
12.8,0.99162,0.025,124,7.6,0.29,35,0.32,3.15,7,0.65,7
13,0.99116,0.03,117,7.5,0.25,18,0.27,3.09,6.9,0.38,6
10.4,0.9922,0.04,192,1.7,0.53,41,0.29,3.26,6.5,0.59,7
10.4,0.99223,0.034,193,1.7,0.52,41,0.29,3.25,6.5,0.59,6
10.7,0.9928,0.036,157,4.5,0.27,81,0.22,3.05,6.3,0.76,7
11.9,0.9903,0.033,134,1.7,0.26,61,0.24,3.19,6.1,0.81,7
10.4,0.99429,0.043,101,8,0.25,31,0.23,3.19,5.6,0.42,6
12.8,0.99162,0.025,124,7.6,0.29,35,0.32,3.15,7,0.65,7
9.9,0.99454,0.044,104,8.6,0.27,45,0.11,3.2,6.8,0.37,6
9.9,0.99454,0.044,104,8.6,0.27,45,0.11,3.2,6.8,0.37,6
9.4,0.99863,0.048,223,14.6,0.41,73,0.23,3.16,7.3,0.71,6
11.4,0.991,0.048,129,1.6,0.17,46,0.2,3.3,6.1,0.43,6
9.9,0.99454,0.044,104,8.6,0.27,45,0.11,3.2,6.8,0.37,6
9.4,0.99863,0.048,223,14.6,0.41,73,0.23,3.16,7.3,0.71,6
10.5,0.99173,0.041,76,3.7,0.32,26,0.19,2.9,6.7,0.57,7
11,0.99455,0.048,111,8.9,0.34,32,0.28,3.25,6.7,0.54,7
11,0.99455,0.048,111,8.9,0.34,32,0.28,3.25,6.7,0.54,7
11,0.99455,0.048,111,8.9,0.34,32,0.28,3.25,6.7,0.54,7
12.8,0.98944,0.041,144,3.1,0.29,37,0.26,3.22,6,0.39,7
10.5,0.9942,0.053,120,5.8,0.49,25,0.24,3.01,6.4,0.98,6
9.5,0.99238,0.062,122,1,0.57,21,0.25,3,6.4,0.4,5
9.2,0.99782,0.052,94,15.8,0.48,25,0.25,3.07,6.1,0.45,6
11.1,0.99111,0.047,117,1.5,0.35,40,0.14,3.07,6.8,0.72,6
12.3,0.99067,0.042,112,5.2,0.26,33,0.38,3.06,6.5,0.5,7
11.1,0.99111,0.047,117,1.5,0.35,40,0.14,3.07,6.8,0.72,6
9.5,0.99238,0.062,122,1,0.57,21,0.25,3,6.4,0.4,5
9.2,0.99782,0.052,94,15.8,0.48,25,0.25,3.07,6.1,0.45,6
10.8,0.9938,0.054,152,5.9,0.32,40,0.22,3.2,6.8,0.57,6
11.3,0.99143,0.044,122,3.1,0.29,39,0.21,3,7.2,0.6,6
12.8,0.98944,0.041,144,3.1,0.29,37,0.26,3.22,6,0.39,7
10.5,0.9942,0.053,120,5.8,0.49,25,0.24,3.01,6.4,0.98,6
9.8,0.99588,0.051,171,11.5,0.24,56,0.46,3.08,6.5,0.56,6
8.5,1.00038,0.054,183,18,0.48,56,0.18,2.98,6.5,0.61,6
9.3,0.99424,0.054,97,4.8,0.12,6,0.32,3.16,6.2,0.5,5
9.2,0.99626,0.055,151,8.5,0.24,45,0.4,3.2,7.2,0.52,5
11.4,0.99076,0.037,115,1.6,0.24,32,0.23,3.21,5.9,0.51,6
8.5,1.00038,0.054,183,18,0.48,56,0.18,2.98,6.4,0.61,6
9.3,0.99424,0.054,97,4.8,0.12,6,0.32,3.16,6.2,0.5,5
8.4,0.99536,0.056,91,5.9,0.12,6,0.37,3.06,6.4,0.46,4
9.2,0.99626,0.055,151,8.5,0.24,45,0.4,3.2,7.2,0.52,5
10.4,0.99726,0.033,151,13.1,0.37,52,0.19,3.18,7.6,0.79,6
11.6,0.99126,0.046,147,4.1,0.27,50,0.28,3.27,6,0.56,6
12.4,0.98998,0.029,94,2.9,0.45,37,0.32,3.25,6.2,0.6,6
10.4,0.99726,0.033,151,13.1,0.37,52,0.19,3.18,7.6,0.79,6
9.3,0.99304,0.052,176,1.1,0.26,22,0.26,3.09,6.4,0.54,5
11,0.99296,0.031,139,7.75,0.3,33,0.28,3.22,6.1,0.46,6
11.4,0.99047,0.023,105,1.15,0.38,30,0.19,3.11,6.9,0.38,5
9.5,0.9924,0.06,120,1,0.57,15,0.29,3.06,6.4,0.41,5
9.2,0.9989,0.034,116,17.8,0.22,16,0.27,3.07,6.8,0.53,5
11.1,0.99338,0.021,125,5.7,0.38,23,0.26,3.13,7.5,0.62,6
9.2,0.9989,0.034,116,17.8,0.22,16,0.27,3.07,6.8,0.53,5
9.9,0.99287,0.041,177,1.4,0.22,40,0.33,3.14,7.3,0.48,5
9.9,0.99286,0.044,176,1.4,0.22,43,0.34,3.14,7.3,0.46,5
9.4,0.9934,0.052,185,1.6,0.29,48,0.24,3.21,6.3,0.5,5
9.3,0.99545,0.053,149,7.9,0.22,45,0.24,3.23,6.2,0.52,5
8.7,0.9984,0.05,135,15.5,0.27,25,0.16,2.9,7.4,0.43,7
8.7,0.9984,0.05,135,15.5,0.27,25,0.16,2.9,7.4,0.43,7
8.7,0.9984,0.05,135,15.5,0.27,25,0.16,2.9,7.4,0.43,7
9,0.99971,0.05,154,17.55,0.28,33,0.17,2.94,7.2,0.43,7
10.7,0.99546,0.038,118,13.5,0.35,49,0.19,3,6.9,0.63,6
10.7,0.99546,0.038,118,13.5,0.35,49,0.19,3,6.9,0.63,6
8.7,0.9984,0.05,135,15.5,0.27,25,0.16,2.9,7.4,0.43,7
11.7,0.99314,0.028,97,11.6,0.27,22,0.3,2.96,6.8,0.38,6
9.3,0.99545,0.053,149,7.9,0.22,45,0.24,3.23,6.2,0.52,5
8.7,0.9984,0.05,135,15.5,0.27,25,0.16,2.9,7.4,0.43,7
9,0.99971,0.05,154,17.55,0.28,33,0.17,2.94,7.2,0.43,7
10.7,0.99565,0.032,131,13.15,0.18,25,0.43,3.23,6.5,0.51,5
10.7,0.99546,0.038,118,13.5,0.35,49,0.19,3,6.9,0.63,6
11.3,0.99058,0.034,98,1.3,0.36,32,0.16,3.02,6.8,0.58,6
10,0.99362,0.048,70,6.1,0.01,20,0.41,3.19,6.4,0.42,5
11.2,0.99196,0.036,119,1.9,0.32,27,0.36,3.15,7.4,0.49,6
12.5,0.99027,0.032,85,1.6,0.21,23,0.28,3.42,5.5,0.42,5
12.9,0.99302,0.029,110,11.3,0.26,32,0.5,3.27,6.6,0.78,8
11.8,0.99257,0.057,160,8.4,0.27,60,0.44,3.16,7.1,0.36,6
11.8,0.99257,0.057,160,8.4,0.27,60,0.44,3.16,7.1,0.36,6
10.7,0.9952,0.049,133,12.2,0.28,54,0.24,3.19,6.2,0.37,6
9.9,0.99498,0.048,162,8,0.27,41,0.28,3.21,6.1,0.51,5
10.4,0.99706,0.043,163,12.7,0.38,70.5,0.16,3.15,7.5,0.82,7
8.5,0.99398,0.054,107,1.3,0.16,11,0.36,3.19,6.5,0.39,5
9.9,0.99588,0.06,82,10.5,0.19,15,0.35,3.13,6.6,0.38,4
9.4,0.99691,0.049,120,12.5,0.26,52.5,0.25,3.08,5.7,0.45,6
11,0.99138,0.044,110,1.5,0.21,21,0.23,3.3,5.8,0.57,6
10.4,0.99432,0.052,91,7.8,0.28,27,0.265,3.19,5.4,0.38,6
10.6,0.99432,0.046,142,8.6,0.28,37,0.23,3.23,5.9,0.53,6
10.1,0.99266,0.052,185,1.2,0.32,32,0.3,3.28,6.2,0.44,5
11.5,0.99456,0.048,96,14.5,0.24,20,0.33,3.06,6.5,0.3,8
11.4,0.9915,0.048,73,3.7,0.29,14,0.26,3.06,7.4,0.45,6
9.2,0.99322,0.058,93,1.1,0.4,30,0.2,3.03,7,0.38,6
9.7,0.9927,0.059,101,1.1,0.42,33,0.21,3.12,6.5,0.38,6
11.3,0.99173,0.047,79,3.8,0.27,16,0.25,3.07,7.3,0.46,6
8.9,0.99666,0.07,179,10.2,0.3,44,0.24,2.86,6.7,0.46,6
10,0.99425,0.057,82,7.9,0.28,21,0.14,3.26,6.4,0.36,6
12.8,0.99024,0.03,98,4.9,0.28,29,0.25,3.09,6.4,0.58,7
10,0.99425,0.057,82,7.9,0.28,21,0.14,3.26,6.4,0.36,6
11,0.99299,0.046,140,5.6,0.34,30,0.21,3.22,6.6,0.38,5
9.2,0.99314,0.059,112,2.4,0.2,19,0.5,3.18,6.4,0.4,6
10,0.99568,0.057,166,9.5,0.23,54,0.37,3.23,6.9,0.42,5
11.7,0.99062,0.03,86,4.1,0.28,22,0.31,3.31,5.7,0.38,7
12.5,0.99058,0.035,80,4.7,0.27,17,0.45,3.12,6.9,0.36,7
11.1,0.99059,0.039,122,1.4,0.45,36,0.3,3.07,6.9,0.47,7
9.7,0.99119,0.041,141,0.9,0.56,46,0.23,3.16,5.3,0.62,5
12.3,0.99727,0.037,150,20.3,0.26,45,0.3,3.04,6.8,0.38,6
12.2,0.99021,0.035,105,3.5,0.42,43,0.28,3.18,6.7,0.38,6
11.3,0.99238,0.043,153,2.7,0.22,46,0.255,3.75,5,0.76,6
11.3,0.99006,0.04,75,1.2,0.25,18,0.21,3.31,5.5,0.56,6
11.1,0.99078,0.041,95,2,0.25,30,0.2,3.27,6,0.56,6
11.2,0.99036,0.041,92,1.1,0.29,32,0.17,3.26,6.1,0.57,6
12,0.98978,0.041,94,1.2,0.32,29,0.26,3.07,7.3,0.45,6
8.8,0.99908,0.069,158,18.1,0.2,33,0.35,3.15,6.2,0.5,6
9.3,0.99853,0.054,151,17.45,0.22,42,0.23,3.12,6.3,0.6,6
10,0.99382,0.048,147,5.7,0.23,44,0.17,3.08,6.3,0.54,5
10,0.99383,0.047,147,5.6,0.22,45,0.18,3.09,6.3,0.54,5
10.3,0.99538,0.059,215,6.8,0.34,51,0.31,3.33,6.7,0.56,5
13.4,0.98981,0.02,68,6,0.31,18,0.34,3.22,6.3,0.29,7
11.2,0.99095,0.032,130,1.8,0.32,18,0.29,3.05,6.8,0.62,6
9.1,0.9964,0.048,206,8.6,0.26,47,0.31,3.26,7.4,0.36,5
12.5,0.9915,0.038,89,7.8,0.28,26,0.27,3.24,6.8,0.34,6
